donor_id	date	volunteer_ids	recipient_ids	part_food_types	part_weights	transport	scale
1	3/31/13	32	8	Baked Goods	0		
3	3/31/13	271	9	Produce	81	Bike	
6	3/31/13	158	5	Baked Goods	181	Car	
6	3/31/13	158	5	Produce	74	Car	
2	3/31/13	7	5	Produce	60	Car	
25	3/31/13	286	11	Baked Goods	8	Bike	
72	3/31/13	290	20	Produce	0		
72	3/31/13	290	20	Baked Goods	0		
4	3/31/13	369	20		40	Bike	
74	3/31/13	336		Produce	0	Bike	
1	3/31/13	32	8	Produce	200		
1	4/1/13	316	14	Baked Goods	54	Car	
72	4/1/13	358	7	Produce	142	Bike	
72	4/1/13	358	7	Baked Goods	0		
6	4/1/13	99	61	Produce	30	Bike	
6	4/1/13	348	100	Produce	85	Bike	
6	4/1/13	348	100	Baked Goods	65	Bike	
24	4/1/13	40	28	Fresh Prepared Food	0		
6	4/1/13	71	20	Baked Goods	0		
25	4/1/13	40	28	Baked Goods	0		
1	4/1/13	316	14	Produce	0	Bike	
74	4/1/13	272	15	Produce	0		
2	4/1/13	349	15	Produce	6	Bike	
72	4/1/13	264	7	Produce	0	Bike	
4	4/1/13	68	11	Produce	0	Bike	
69	4/1/13	40	28	Produce	0		
6	4/1/13	71	20	Produce	120	Bike	
3	4/1/13	41	66	Produce	0		
6	4/2/13	46	15	Baked Goods	0		
1	4/2/13	42	18	Produce	100	Bike	
4	4/2/13	264		Produce	0	Bike	
2	4/2/13	3	35	Produce	60	Car	
6	4/2/13	368		Baked Goods	0		
72	4/2/13	357	15		102	Bike	
6	4/2/13	46	15	Produce	0		
72	4/2/13	369	5	Produce	0		
6	4/2/13	368		Produce	13	Bike	
3	4/2/13	163	66	Produce	90	Bike	
19	4/2/13	336	26	Frozen Prepared Food	30	Bike	
72	4/2/13	369	5	Baked Goods	35	Car	
72	4/2/13	369	15	Produce	0		
1	4/2/13	42	18	Baked Goods	20	Bike	
76	4/2/13	274	26	Frozen Prepared Food	10	Bike	
74	4/2/13	288		Produce	7.5	Car	
6	4/3/13	312	10	Baked Goods	30		
3	4/3/13	52	14	Produce	16	Bike	
2	4/3/13	345	7	Produce	40	Bike	
43	4/3/13	48	26	Frozen Prepared Food	50	Bike	
69	4/3/13	53	39	Produce	0		
6	4/3/13	348	7	Produce	31	Bike	
6	4/3/13	348	7	Baked Goods	14	Bike	
72	4/3/13	369	10	Baked Goods	27		
72	4/3/13	356	44	Produce	80	Bike	
72	4/3/13	356	44	Baked Goods	15	Bike	
1	4/3/13	293		Produce	40	Bike	
6	4/3/13	312	10	Produce	30		
25	4/3/13	53	39	Baked Goods	5	Car	
24	4/3/13	53	39	Fresh Prepared Food	4	Bike	
4	4/3/13	328	37		65	Bike	
1	4/3/13	293		Baked Goods	5	Bike	
74	4/3/13	161	15	Produce	0		
27	4/4/13	256	18	Baked Goods	15	Foot	
72	4/4/13	163	10	Produce	0	Bike	
3	4/4/13	336	42	Produce	0	Bike	
6	4/4/13	289	7	Produce	143.5	Bike	
2	4/4/13	57	28	Produce	25	Bike	
6	4/4/13	313	63	Produce	86	Bike	
1	4/4/13	58	41	Produce	50	Bike	
6	4/4/13	313	63	Baked Goods	0		
72	4/4/13	163	10	Baked Goods	0	Bike	
4	4/4/13	32	10	Produce	30		
6	4/4/13	289	7	Baked Goods	0		
1	4/4/13	58	41	Baked Goods	20	Bike	
72	4/4/13	332	10	Produce	65	Bike	
3	4/4/13	163	42	Produce	110	Bike	
74	4/4/13	274	63	Produce	40	Bike	
72	4/5/13	349	15	Baked Goods	0	Bike	
72	4/5/13	349	15	Produce	0		
6	4/5/13	281	15		63.65	Bike	
4	4/5/13	279	20	Baked Goods	37	Bike	
19	4/5/13	332	26	Frozen Prepared Food	50	Bike	
74	4/5/13	309	8	Produce	0		
24	4/5/13	129	22	Fresh Prepared Food	0		
25	4/5/13	129	22	Baked Goods	5	Bike	
1	4/5/13	19	20	Produce	81	Bike	
6	4/5/13	116	7	Produce	100	Bike	
6	4/5/13	116	7	Baked Goods	0		
6	4/5/13	275	71	Produce	0	Bike	
1	4/5/13	62		Baked Goods	15	Bike	
2	4/5/13	21	8	Produce	20	Bike	
6	4/5/13	275	71	Baked Goods	0	Bike	
3	4/5/13	31	14	Produce	48	Bike	
6	4/6/13	326	28	Produce	0	Bike	
6	4/6/13	136	26	Produce	0	Bike	
6	4/6/13	136	26	Baked Goods	50	Bike	
33	4/6/13	356	15	Produce	8	Bike	
72	4/6/13	13	26	Produce	400	Bike	
72	4/6/13	13	26	Baked Goods	25	Bike	
25	4/6/13	102	29	Baked Goods	0		
3	4/6/13	4		Produce	25	Bike	
76	4/6/13	302	26	Frozen Prepared Food	40	Bike	
55	4/6/13	331	15	Produce	176	Bike	
6	4/6/13	141		Baked Goods	0	Bike	
2	4/6/13	101	29	Produce	105	Bike	
6	4/6/13	356	30	Produce	0		
1	4/6/13	28	26	Baked Goods	25	Bike	
1	4/6/13	28	26	Produce	30	Bike	
6	4/6/13	326	28	Baked Goods	0	Bike	
24	4/6/13	326	28	Fresh Prepared Food	8	Bike	
74	4/6/13	139	18	Produce	40	Bike	
72	4/6/13	31	8	Produce	180	Car	
72	4/6/13	31	8	Baked Goods	40	Car	
4	4/6/13	29	22	Produce	35	Car	
6	4/6/13	141		Produce	9	Bike	
6	4/7/13	7	5	Produce	60	Car	
1	4/7/13	13	8	Produce	160	Bike	
1	4/7/13	13	8	Baked Goods	15	Bike	
4	4/7/13	332	20	Produce	53	Bike	
72	4/7/13	290	20	Baked Goods	30		
3	4/7/13	52	9	Produce	29	Bike	
6	4/7/13	7	5	Baked Goods	40		
2	4/7/13	7	5	Produce	10	Car	
25	4/7/13	286	11	Baked Goods	10	Bike	
74	4/7/13	298		Produce	10	Bike	
72	4/7/13	290	20	Produce	100	Bike	
6	4/8/13	348	100	Produce	67	Bike	
6	4/8/13	348	100	Baked Goods	0	Bike	
72	4/8/13	358	7	Baked Goods	31.5	Bike	
72	4/8/13	358	7	Produce	0	Bike	
4	4/8/13	163	11	Produce	35	Bike	
72	4/8/13	163	7	Produce	0	Bike	
25	4/8/13	40	28	Baked Goods	15		
6	4/8/13	71	20	Produce	60	Bike	
69	4/8/13	40	28		11		
24	4/8/13	40	28	Fresh Prepared Food	0		
1	4/8/13	316	14	Produce	70	Bike	
1	4/8/13	316	14	Baked Goods	10		
6	4/8/13	71	20	Baked Goods	0		
6	4/8/13	30	61	Produce	50	Bike	
74	4/8/13	272	15	Produce	0		
2	4/8/13	349	15	Produce	59.8		
3	4/8/13	41	66	Produce	45	Bike	
6	4/9/13	46	15	Baked Goods	0		
19	4/9/13	336	26	Frozen Prepared Food	50	Bike	
72	4/9/13	163	100	Baked Goods	25	Bike	
72	4/9/13	163	10	Produce	80	Bike	
6	4/9/13	368		Baked Goods	25	Bike	
6	4/9/13	368		Produce	0		
74	4/9/13	288		Produce	200	Bike	
2	4/9/13	3	35	Produce	35	Car	
1	4/9/13	42	18	Produce	120	Bike	
1	4/9/13	42	18	Baked Goods	10	Bike	
4	4/9/13	264		Produce	30	Bike	
3	4/9/13	181	66	Produce	30	Bike	
76	4/9/13	274	26	Frozen Prepared Food	0		
6	4/9/13	46	15	Produce	0		
72	4/9/13	68	5	Produce	300	Car	
72	4/10/13	356	44	Baked Goods	8	Bike	
69	4/10/13	53	39	Produce	2	Bike	
3	4/10/13	52	14	Produce	54	Car	
6	4/10/13	312	10	Produce	90		
74	4/10/13	163	15	Produce	10	Bike	
24	4/10/13	53	39	Fresh Prepared Food	0	Bike	
25	4/10/13	53	39	Baked Goods	6	Bike	
43	4/10/13	48	26	Frozen Prepared Food	0		
6	4/10/13	312	10	Baked Goods	0		
1	4/10/13	369		Baked Goods	0		
6	4/10/13	163	7	Baked Goods	0	Bike	
4	4/10/13	328	37	Produce	0		
72	4/10/13	356	44	Produce	110	Bike	
72	4/10/13	356	15		110	Bike	
1	4/10/13	136		Produce	55	Bike	
6	4/10/13	163	7	Produce	40	Bike	
2	4/10/13	345	7	Produce	60	Bike	
27	4/11/13	256	18	Baked Goods:Baked Goods	25.0:25.0	Foot	
4	4/11/13	32	10	Produce	20	Bike	
1	4/11/13	58	41	Baked Goods	25	Bike	
72	4/11/13	163	10	Produce	40	Bike	
72	4/11/13	271	10	Produce	0	Bike	
6	4/11/13	289	7	Baked Goods	0		
6	4/11/13	313	63	Produce	0		
6	4/11/13	313	63	Baked Goods	0		
1	4/11/13	58	41	Produce	215	Bike	
72	4/11/13	163	10	Baked Goods	15	Bike	
6	4/11/13	289	7	Produce	51	Bike	
3	4/11/13	336	42	Produce	46	Bike	
74	4/11/13	274	63	Produce	10	Bike	
2	4/11/13	57	28	Produce	85	Bike	
2	4/12/13	21	8	Produce	60	Bike	
24	4/12/13	129	22	Fresh Prepared Food	0		
19	4/12/13	309	26	Frozen Prepared Food	0		
25	4/12/13	129	22	Baked Goods	0		
3	4/12/13	31	14	Produce	0		
6	4/12/13	116	7	Produce	1	Bike	
6	4/12/13	281	15	Produce	168	Bike	
4	4/12/13	279	20	Produce	40	Bike	
6	4/12/13	275	71	Produce	55	Bike	
6	4/12/13	275	71	Baked Goods	0	Bike	
72	4/12/13	81	7	Produce	0		
72	4/12/13	349	15	Produce	0		
72	4/12/13	349	15	Baked Goods	0		
27	4/12/13	163	20	Baked Goods	30	Bike	
6	4/12/13	116	7	Baked Goods	99	Bike	
74	4/12/13	139	8	Produce	70	Bike	
1	4/12/13	19	20	Produce	112	Bike	
1	4/12/13	62		Baked Goods	0	Bike	
1	4/13/13	62	26	Produce	25		
1	4/13/13	62	26	Baked Goods	15	Bike	
74	4/13/13	163	18	Produce	35	Bike	
6	4/13/13	163	30	Baked Goods	5	Bike	
24	4/13/13	326	28	Fresh Prepared Food	15	Bike	
72	4/13/13	231	8	Baked Goods	0		
6	4/13/13	141		Baked Goods	0		
72	4/13/13	136	26	Baked Goods	50	Bike	
6	4/13/13	136	26	Produce	0	Bike	
6	4/13/13	136	26	Baked Goods	0	Bike	
25	4/13/13	102	29	Baked Goods	0		
76	4/13/13	302	26	Frozen Prepared Food	30	Bike	
33	4/13/13	67	15	Produce	16.5	Bike	
6	4/13/13	326	28	Produce	0	Bike	
2	4/13/13	101	29	Produce	95	Bike	
6	4/13/13	326	28	Baked Goods	0	Bike	
72	4/13/13	136	26	Produce	155	Bike	
3	4/13/13	4		Produce	0	Bike	
72	4/13/13	231	8	Produce	0		
55	4/13/13	331	15	Produce	10	Bike	
6	4/13/13	141		Produce	18	Bike	
4	4/13/13	29	22	Produce	95	Bike	
74	4/14/13	298		Produce	0	Bike	
6	4/14/13	158	5	Produce	0		
1	4/14/13	13	8	Baked Goods	15	Bike	
6	4/14/13	158	5	Baked Goods	0		
3	4/14/13	52	9	Produce	58	Bike	
72	4/14/13	290	20	Produce	200		
2	4/14/13	7	5	Produce	80	Car	
25	4/14/13	286	11	Baked Goods	10	Bike	
4	4/14/13	28	20	Produce	0	Bike	
1	4/14/13	13	8	Produce	250	Bike	
72	4/14/13	290	20	Baked Goods	30		
1	4/15/13	316	14	Baked Goods	0		
2	4/15/13	349	15	Produce	0		
6	4/15/13	298	61	Produce	0		
6	4/15/13	348	100	Produce	18	Bike	
72	4/15/13	358	7	Baked Goods	35	Bike	
24	4/15/13	40	28	Fresh Prepared Food	0		
69	4/15/13	40	28	Produce	8		
6	4/15/13	71	20	Produce	0		
1	4/15/13	316	14	Produce	0		
6	4/15/13	71	20	Baked Goods	0		
25	4/15/13	40	28	Baked Goods	7		
3	4/15/13	41	66	Produce	0		
6	4/15/13	348	100	Baked Goods	25	Bike	
72	4/15/13	358	7	Produce	80	Bike	
4	4/15/13	99	11	Produce	0	Bike	
74	4/15/13	272	15	Produce	90	Car	
1	4/16/13	42	18	Baked Goods	20	Bike	
6	4/16/13	368		Produce	0.5		
72	4/16/13	163	44	Produce	230	Bike	
72	4/16/13	163	44	Baked Goods	40	Bike	
4	4/16/13	336		Produce	0		
6	4/16/13	368		Baked Goods	0		
76	4/16/13	274	26	Frozen Prepared Food	0		
6	4/16/13	46	15	Produce	0		
6	4/16/13	46	15	Baked Goods	0		
74	4/16/13	288		Produce	0	Bike	
1	4/16/13	42	18	Produce	120	Bike	
2	4/16/13	3	35	Produce	75	Car	
3	4/16/13	181	66	Produce	0		
19	4/16/13	126	26	Frozen Prepared Food	0		
6	4/17/13	312	10	Baked Goods	0		
2	4/17/13	345	7	Produce	0		
1	4/17/13	388		Produce	0	Car	
1	4/17/13	388		Baked Goods	0	Bike	
6	4/17/13	312	10	Produce	0		
25	4/17/13	53	39	Baked Goods	6		
43	4/17/13	48	26	Frozen Prepared Food	0		
6	4/17/13	348	7	Baked Goods	0	Bike	
4	4/17/13	328	37	Produce	0		
6	4/17/13	348	7	Produce	0	Bike	
69	4/17/13	53	39	Produce	0		
74	4/17/13	148	15	Produce	37	Car	
3	4/17/13	52	14	Produce	135	Car	
27	4/18/13	256	18	Baked Goods	20	Foot	
1	4/18/13	58	41	Baked Goods	35	Bike	
72	4/18/13	30	10	Produce	180	Bike	
6	4/18/13	289	7	Produce	25	Bike	
4	4/18/13	32	10	Produce	40		
6	4/18/13	289	7	Baked Goods	0		
2	4/18/13	57	28	Produce	115	Bike	
1	4/18/13	58	41	Produce	175	Bike	
72	4/18/13	30	10	Baked Goods	40	Bike	
74	4/18/13	274	63	Produce	15	Bike	
3	4/18/13	336	42	Produce	43	Bike	
19	4/19/13	336	26	Frozen Prepared Food	30	Bike	
1	4/19/13	14		Baked Goods	15	Bike	
6	4/19/13	116	7	Produce	0		
3	4/19/13	31	14	Produce	56	Bike	
74	4/19/13	211	8	Produce	10	Bike	
4	4/19/13	279	20	Produce	71	Bike	
6	4/19/13	281	15	Produce	0		
25	4/19/13	129	22	Baked Goods	10	Bike	
24	4/19/13	129	22	Fresh Prepared Food	0		
6	4/19/13	275	71	Produce	0		
6	4/19/13	275	71	Baked Goods	0		
2	4/19/13	21	8	Produce	75	Bike	
6	4/19/13	116	7	Baked Goods	120	Bike	
1	4/19/13	19	20	Produce	63	Bike	
27	4/19/13	312	20	Baked Goods	0		
74	4/20/13	28	18	Produce	0	Bike	
2	4/20/13	101	29	Produce	110	Bike	
6	4/20/13	326	28	Baked Goods	0		
1	4/20/13	67		Baked Goods	15	Bike	
4	4/20/13	29	22	Produce	78	Car	
6	4/20/13	139	8	Baked Goods	10	Bike	
6	4/20/13	139	8	Produce	35	Bike	
25	4/20/13	102	29	Baked Goods	0		
6	4/20/13	326	28	Produce	0		
6	4/20/13	62	30	Produce	15	Bike	
72	4/20/13	231	8	Baked Goods	30	Bike	
72	4/20/13	231	26	Produce	200	Bike	
24	4/20/13	326	28	Fresh Prepared Food	15	Bike	
33	4/20/13	67	15	Produce	73.5	Bike	
76	4/20/13	68	26	Frozen Prepared Food	0		
55	4/20/13	331	15	Produce	0	Bike	
3	4/20/13	4		Produce	45	Bike	
1	4/20/13	81	26	Produce	50	Bike	
6	4/20/13	141		Baked Goods	0	Bike	
6	4/20/13	141		Produce	0	Bike	
1	4/21/13	13	8	Produce	130	Bike	
72	4/21/13	290	20	Baked Goods	35	Bike	
3	4/21/13	52	9	Produce	22	Bike	
6	4/21/13	158	5	Produce	80	Car	
2	4/21/13	7	5	Produce	80	Car	
25	4/21/13	286	11	Baked Goods	10	Bike	
72	4/21/13	290	20	Produce	200	Bike	
74	4/21/13	298		Produce	15	Bike	
6	4/21/13	158	5	Baked Goods	70	Car	
1	4/21/13	13	8	Baked Goods	10		
4	4/21/13	81	20	Produce	15	Bike	
6	4/22/13	388	61	Produce	0	Bike	
4	4/22/13	136	11	Produce	25	Bike	
1	4/22/13	316	14	Produce	120	Bike	
6	4/22/13	348	100	Produce	35	Bike	
6	4/22/13	348	100	Baked Goods	0	Bike	
6	4/22/13	350	20	Produce	0	Bike	
25	4/22/13	40	28	Baked Goods	11		
1	4/22/13	316	14	Baked Goods	15	Bike	
2	4/22/13	349	15	Produce	64	Bike	
3	4/22/13	41	66	Produce	65		
6	4/22/13	350	20	Baked Goods	0	Bike	
74	4/22/13	272	15	Produce	90	Car	
69	4/22/13	40	28	Produce	8		
19	4/23/13	126	26	Frozen Prepared Food	0		
6	4/23/13	46	15	Baked Goods	0		
1	4/23/13	42	18	Baked Goods	10	Bike	
6	4/23/13	46	15	Produce	0		
72	4/23/13	356	44	Produce	30	Bike	
76	4/23/13	274	26	Frozen Prepared Food	0		
6	4/23/13	368		Produce	6		
3	4/23/13	181	66	Produce	0		
4	4/23/13	264	10	Produce	25	Bike	
72	4/23/13	356	44	Baked Goods	30	Bike	
1	4/23/13	42	18	Produce	180	Bike	
2	4/23/13	3	35	Produce	100	Car	
6	4/23/13	368		Baked Goods	0		
74	4/23/13	288		Produce	50	Bike	
2	4/24/13	345	7	Produce	50	Bike	
1	4/24/13	298		Baked Goods	20	Bike	
1	4/24/13	298		Produce	15	Bike	
4	4/24/13	328	37	Produce	25	Bike	
3	4/24/13	52	14	Produce	122	Bike	
25	4/24/13	53	39	Baked Goods	6	Car	
6	4/24/13	312	10	Baked Goods	0		
43	4/24/13	48	26	Frozen Prepared Food	0		
6	4/24/13	348	7	Baked Goods	15	Bike	
6	4/24/13	348	7	Produce	45	Bike	
74	4/24/13	148	15	Produce	34	Bike	
6	4/24/13	312	10	Produce	0		
69	4/24/13	53	39	Produce	0	Car	
27	4/25/13	256	18	Baked Goods	30	Foot	
1	4/25/13	58	41	Produce	125	Bike	
1	4/25/13	58	41	Baked Goods	35	Bike	
3	4/25/13	336	42	Produce	15	Bike	
6	4/25/13	313	63	Produce	0		
6	4/25/13	289	7	Produce	0		
72	4/25/13	163	10	Produce	175	Bike	
6	4/25/13	313	63	Baked Goods	0		
2	4/25/13	57	28	Produce	75	Bike	
72	4/25/13	163	10	Baked Goods	35	Bike	
6	4/25/13	289	7	Baked Goods	0		
4	4/25/13	32	10	Produce	180	Foot	
74	4/25/13	148	63	Produce	0		
2	4/26/13	21	8	Produce:	40.0:	Bike	
19	4/26/13	336	26	Frozen Prepared Food	0	Bike	
25	4/26/13	129	22	Baked Goods	0		
6	4/26/13	116	7	Produce	0		
6	4/26/13	281	15	Produce	0		
27	4/26/13	388	20	Baked Goods	0	Bike	
6	4/26/13	116	7	Baked Goods	0		
74	4/26/13	211	8	Produce	40	Bike	
6	4/26/13	275	71	Produce	75		
6	4/26/13	275	71	Baked Goods	0		
4	4/26/13	279	20	Produce	72	Bike	
1	4/26/13	19	20	Produce	48	Bike	
24	4/26/13	129	22	Fresh Prepared Food	0		
1	4/26/13	25		Baked Goods	15	Bike	
3	4/26/13	31	14	Produce	98	Bike	
74	4/27/13	298	18	Produce	0		
1	4/27/13	81	26	Baked Goods	5	Bike	
1	4/27/13	81	26	Produce	40	Bike	
25	4/27/13	102	29	Baked Goods	0		
6	4/27/13	326	28	Produce	0		
6	4/27/13	68	8	Produce	25	Bike	
6	4/27/13	68	8	Baked Goods	34	Bike	
6	4/27/13	326	28	Baked Goods	0		
24	4/27/13	326	28	Fresh Prepared Food	7	Bike	
6	4/27/13	28	30	Produce	1	Bike	
33	4/27/13	67		Produce	21	Bike	
6	4/27/13	141		Produce	10	Bike	
3	4/27/13	4		Produce	0	Bike	
76	4/27/13	68	28	Frozen Prepared Food	45	Bike	
6	4/27/13	141		Baked Goods	0		
55	4/27/13	331	15	Produce	50	Bike	
2	4/27/13	101	29	Produce	95	Bike	
72	4/27/13	62	26	Baked Goods	25	Bike	
4	4/27/13	29	22	Produce	10	Bike	
72	4/27/13	62	26	Produce	190	Bike	
74	4/28/13	298		Produce	0		
2	4/28/13	7	5	Produce	50	Car	
1	4/28/13	13	8	Produce	220	Bike	
72	4/28/13	290	20	Baked Goods	40	Bike	
3	4/28/13	52	9	Produce	32	Bike	
6	4/28/13	158	5	Baked Goods	0		
6	4/28/13	158	5	Produce	0		
72	4/28/13	290	20	Produce	240	Bike	
1	4/28/13	13	8	Baked Goods	10	Bike	
4	4/28/13	148	20	Produce	31	Bike	
25	4/28/13	286	11	Baked Goods	5	Bike	
6	4/29/13	348	100	Produce	85	Bike	
6	4/29/13	348	100	Baked Goods	0	Bike	
74	4/29/13	272	15	Produce	16	Bike	
2	4/29/13	349	15	Produce	44	Bike	
4	4/29/13	63	11	Produce	0	Bike	
6	4/29/13	350	20	Produce	20	Bike	
6	4/29/13	350	20	Baked Goods	1	Bike	
6	4/29/13	163	61		150	Bike	
69	4/29/13	40	28	Produce	0		
1	4/29/13	316	14	Baked Goods	20	Bike	
25	4/29/13	40	28	Baked Goods	8		
3	4/29/13	41	66	Produce	45	Bike	
1	4/29/13	316	14	Produce	60	Bike	
1	4/30/13	42	18	Produce	300	Bike	
19	4/30/13	349	26	Frozen Prepared Food	10	Bike	
72	4/30/13	356	44	Produce	230	Bike	
72	4/30/13	356	44	Baked Goods	50		
	4/30/13	163	28	Baked Goods	35	Bike	
2	4/30/13	3	35	Produce	50	Bike	
6	4/30/13	368	28	Produce	0		
6	4/30/13	368	28	Baked Goods	0		
1	4/30/13	42	18	Baked Goods	20	Bike	
76	4/30/13	136	26	Frozen Prepared Food	40	Bike	
74	4/30/13	288		Produce	15	Bike	
6	4/30/13	46	15	Produce	0		
6	4/30/13	46	15	Baked Goods	0		
4	4/30/13	264	10	Produce	0		
3	4/30/13	264	66	Produce	70	Bike	
2	5/1/13	345	7	Produce	40	Bike	
1	5/1/13	293		Baked Goods	20	Car	
6	5/1/13	348	7	Produce	45	Bike	
6	5/1/13	348	7	Baked Goods	40	Bike	
4	5/1/13	328	37	Produce	0		
6	5/1/13	312	10	Baked Goods	0		
69	5/1/13	53	39	Produce	0	Bike	
25	5/1/13	53	39	Baked Goods	8	Car	
1	5/1/13	293		Produce	200	Car	
3	5/1/13	52	14	Produce	107	Car	
6	5/1/13	312	10	Produce	0		
43	5/1/13	48	26	Frozen Prepared Food	90	Car	
74	5/1/13	148	15	Produce	13	Bike	
6	5/2/13	211	63	Produce	1	Bike	
6	5/2/13	289	7	Baked Goods	0		
74	5/2/13	274	63	Produce	15	Bike	
72	5/2/13	163	10	Baked Goods	20	Bike	
1	5/2/13	58	41	Produce	175	Bike	
1	5/2/13	58	41	Baked Goods	10	Bike	
4	5/2/13	32	10	Produce	30	Foot	
2	5/2/13	57	28		220	Bike	
3	5/2/13	336	42	Produce	85	Bike	
72	5/2/13	163	10	Produce	145	Bike	
6	5/2/13	211	63	Baked Goods	0		
6	5/2/13	289	7	Produce	30	Bike	
27	5/2/13	256	18	Baked Goods	20	Foot	
2	5/3/13	21	8	Produce:	0.0:		
27	5/3/13	28	20	Baked Goods	15	Bike	
6	5/3/13	163	26	Produce	50	Bike	
6	5/3/13	163	26	Baked Goods	0		
25	5/3/13	129	22	Baked Goods	5	Bike	
24	5/3/13	129	22	Fresh Prepared Food	0		
1	5/3/13	19	20	Produce	73	Bike	
6	5/3/13	116	7	Produce	0		
6	5/3/13	116	7	Baked Goods	80	Bike	
4	5/3/13	279	20	Produce	30	Bike	
6	5/3/13	281	15	Dairy	66	Car	
74	5/3/13	211	8	Produce	10	Bike	
19	5/3/13	336	28	Frozen Prepared Food	0	Bike	
3	5/3/13	31	14	Produce	60	Bike	
1	5/3/13	62		Baked Goods	20	Bike	
72	5/4/13	65	26	Baked Goods	0		
74	5/4/13	211	18	Produce	0		
6	5/4/13	386		Produce	0		
2	5/4/13	101	29	Produce	25	Bike	
6	5/4/13	68	8	Baked Goods	51	Bike	
6	5/4/13	326	28	Baked Goods	0	Car	
55	5/4/13	65	15	Produce	30	Bike	
1	5/4/13	139	26	Baked Goods	0		
3	5/4/13	4		Produce	0	Bike	
72	5/4/13	65	26	Produce	0		
76	5/4/13	163	28	Frozen Prepared Food	10	Bike	
24	5/4/13	326	28	Fresh Prepared Food	8	Car	
25	5/4/13	102	29	Baked Goods	0		
33	5/4/13	67		Produce	25	Bike	
6	5/4/13	68	8	Produce	41	Bike	
6	5/4/13	163	30	Produce	0	Bike	
6	5/4/13	386		Baked Goods	4	Bike	
1	5/4/13	139	26	Produce	120	Bike	
6	5/4/13	326	28	Produce	10	Car	
4	5/4/13	29	22	Produce	65	Car	
6	5/5/13	28	5	Produce	175	Car	
6	5/5/13	28	5	Baked Goods	27	Car	
72	5/5/13	290	20	Baked Goods	50	Bike	
25	5/5/13	286	11	Baked Goods	10	Bike	
4	5/5/13	139	20	Produce	20	Bike	
1	5/5/13	13	8	Baked Goods	25	Bike	
74	5/5/13	356		Produce	12	Bike	
3	5/5/13	52	9	Produce	36	Bike	
1	5/5/13	13	8	Produce	175	Bike	
72	5/5/13	290	20	Produce	100	Bike	
2	5/5/13	7	5	Produce	100	Car	
2	5/6/13	349	15	Produce:	0.0:		
4	5/6/13	388	11	Produce	0	Bike	
6	5/6/13	388	100	Produce	0	Bike	
6	5/6/13	388	61	Produce	20	Bike	
25	5/6/13	40	28	Baked Goods	9		
6	5/6/13	350	20	Baked Goods	0	Bike	
6	5/6/13	350	20	Produce	130	Bike	
6	5/6/13	388	100	Baked Goods	20	Bike	
74	5/6/13	272	15	Produce	15		
69	5/6/13	40	28	Produce	11		
1	5/6/13	316	14	Baked Goods	0		
1	5/6/13	316	14	Produce	0		
4	5/6/13	332	11	Produce	15	Bike	
3	5/6/13	41	66	Produce	65	Bike	
76	5/7/13	274	28	Frozen Prepared Food:	20.0:		
6	5/7/13	46	15	Produce	0		
19	5/7/13	336	26	Frozen Prepared Food	15	Bike	
3	5/7/13	207	66	Produce	47	Bike	
4	5/7/13	388	10	Produce	20	Bike	
6	5/7/13	368	28	Produce	12		
6	5/7/13	368	28	Baked Goods	0		
72	5/7/13	30	44	Baked Goods	0	Bike	
6	5/7/13	46	15	Baked Goods	0		
72	5/7/13	30	44	Produce	210	Bike	
2	5/7/13	3	35	Produce	45	Bike	
74	5/7/13	223	15	Produce	30	Bike	
1	5/7/13	42	18	Baked Goods	20	Bike	
1	5/7/13	42	18	Produce	280	Bike	
24	5/8/13	53	39	Produce	5	Bike	
4	5/8/13	328	37	Produce:	0.0:		
74	5/8/13	148	15	Produce:	13.0:	Bike	
43	5/8/13	48	28	Frozen Prepared Food:	0.0:		
2	5/8/13	345	7	Produce	60	Bike	
25	5/8/13	53	39	Baked Goods	5	Bike	
6	5/8/13	139	7	Baked Goods	0	Bike	
1	5/8/13	293		Baked Goods	20	Foot	
3	5/8/13	52	14	Produce	36	Bike	
6	5/8/13	312	10	Produce	0		
1	5/8/13	293		Produce	90	Foot	
6	5/8/13	139	7	Produce	45	Bike	
6	5/8/13	312	10	Baked Goods	0		
74	5/9/13	274	63	Produce:	10.0:	Bike	
6	5/9/13	289	7	Produce:	0.0:0.0		
6	5/9/13	289	7	Baked Goods:	0.0:		
4	5/9/13	32	10	Produce:Dairy:	36.0:20.0:	Foot	
2	5/9/13	297	28	Produce:	150.0:	Car	
72	5/9/13	67	10	Baked Goods	10	Bike	
6	5/9/13	136	63	Baked Goods	0	Bike	
6	5/9/13	136	63	Produce	25	Bike	
1	5/9/13	58	41	Baked Goods	10	Car	
3	5/9/13	336	42	Produce	172	Bike	
1	5/9/13	58	41	Produce	275	Car	
72	5/9/13	67	10	Produce	195	Bike	
27	5/9/13	256	18	Baked Goods	20	Foot	
3	5/10/13	31	14	Produce:	126.0:	Bike	
25	5/10/13	129	22	Baked Goods:	0.0:		
6	5/10/13	275	26	Baked Goods:	0.0:		
6	5/10/13	275	26	Produce:	0.0:		
24	5/10/13	129	22	Fresh Prepared Food:	0.0:		
6	5/10/13	68	7	Baked Goods	0		
74	5/10/13	223	8	Produce	0		
2	5/10/13	3	8	Produce	30	Car	
6	5/10/13	163	15	Produce	0	Bike	
1	5/10/13	19	20	Produce	52	Bike	
19	5/10/13	336	28	Produce	145	Bike	
